AUTOPISTA;BANDA y/o RAMAL;PK;CONDICIONES METEOROLOGICAS;SUPERFICIE DE LA VIA;LESIONADOS;FALLECIDOS;TIPO DE SINIESTRO;MOTO;LVIANO;BUS;CAMION;FECHA_AÑO;FECHA_MES;FECHA_DIA;FECHA_HORA;FECHA_DIASEMANA
AU 25 DE MAYO;DESCENDENTE;4500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;4;0;0;2023;3;17;11;Viernes
AU ILLIA;ASCENDENTE;3500.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;17;16;Viernes
AU FRONDIZI;ASCENDENTE;2600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2023;3;17;17;Viernes
AU ILLIA;DESCENDENTE;2400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2023;3;18;0;Sábado
AV. LUGONES;DESCENDENTE;8600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;3;18;2;Sábado
AV. LUGONES;DESCENDENTE;10400.0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;18;2;Sábado
AV. LUGONES;DESCENDENTE;4600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2023;3;18;17;Sábado
AV. LUGONES;DESCENDENTE;6000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0;2023;3;18;22;Sábado
AU ILLIA;DESCENDENTE;2400.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;3;19;6;Domingo
TRANSICION RAMAL 2;RAMAL DE ENLACE;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;3;19;22;Domingo
AU 25 DE MAYO;ASCENDENTE;200.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;3;20;6;Lunes
AU ILLIA;ASCENDENTE;800.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2023;3;20;12;Lunes
AV. LUGONES;DESCENDENTE;4500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;20;14;Lunes
AV. LUGONES;DESCENDENTE;5900.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;20;15;Lunes
AV. LUGONES;DESCENDENTE;7800.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;0;1;0;0;2023;3;20;16;Lunes
AU FRONDIZI;ASCENDENTE;2200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;21;8;Martes
AU DELLEPIANE;ASCENDENTE;3700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;3;21;12;Martes
AV. LUGONES;DESCENDENTE;7500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;21;14;Martes
AU ILLIA;DESCENDENTE;1300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;3;21;16;Martes
AU DELLEPIANE;ASCENDENTE;4200.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2023;3;21;18;Martes
AU 25 DE MAYO;DESCENDENTE;5800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;22;14;Miércoles
AU ILLIA;DESCENDENTE;2600.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;22;16;Miércoles
AU 25 DE MAYO;ASCENDENTE;900.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;23;8;Jueves
AU ILLIA;ASCENDENTE;6500.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;3;23;10;Jueves
AU 25 DE MAYO;ASCENDENTE;2800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;23;10;Jueves
AU 25 DE MAYO;DESCENDENTE;6800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;3;23;17;Jueves
AU PERITO MORENO;ASCENDENTE;500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;3;24;5;Viernes
AV. CANTILO;ASCENDENTE;10100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;24;5;Viernes
AU 25 DE MAYO;DESCENDENTE;6500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0;2023;3;24;12;Viernes
TRANSICION RAMAL 3;RAMAL DE ENLACE;4254.418498168498;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;25;2;Sábado
AU DELLEPIANE;ASCENDENTE;3400.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;3;25;2;Sábado
AV. LUGONES;DESCENDENTE;7000.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2;2023;3;25;9;Sábado
AU DELLEPIANE;DESCENDENTE;1400.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;2;0;1;2023;3;26;23;Domingo
AU 25 DE MAYO;ASCENDENTE;1100.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;3;27;8;Lunes
AU PERITO MORENO;ASCENDENTE;4500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;3;27;9;Lunes
AU ILLIA;ASCENDENTE;2900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;27;14;Lunes
AU PERITO MORENO;DESCENDENTE;3300.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;3;27;15;Lunes
AU PERITO MORENO;DESCENDENTE;3300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;1;2023;3;27;16;Lunes
AU PERITO MORENO;ASCENDENTE;5000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0;2023;3;27;18;Lunes
PASEO DEL BAJO;ASCENDENTE;4700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;28;12;Martes
AU FRONDIZI;DESCENDENTE;2000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0;2023;3;28;12;Martes
AU ILLIA;ASCENDENTE;2800.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;3;28;17;Martes
DIST. DELLEPIANE;RAMAL 11;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2;2023;3;28;17;Martes
AU DELLEPIANE;DESCENDENTE;3800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0;2023;3;28;17;Martes
AU PERITO MORENO;DESCENDENTE;200.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;2;0;0;2023;3;28;17;Martes
AU PERITO MORENO;DESCENDENTE;5800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;3;28;19;Martes
AV. LUGONES;DESCENDENTE;6000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2023;3;28;20;Martes
AU 25 DE MAYO;ASCENDENTE;4500.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;3;29;8;Miércoles
AU FRONDIZI;ASCENDENTE;1400.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;29;8;Miércoles
AV. LUGONES;DESCENDENTE;4500.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;29;11;Miércoles
PASEO DEL BAJO;DESCENDENTE;1200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;1;2;2023;3;29;11;Miércoles
AU 25 DE MAYO;DESCENDENTE;1100.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;3;29;16;Miércoles
AU 25 DE MAYO;DESCENDENTE;5500.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;3;29;18;Miércoles
AU PERITO MORENO;DESCENDENTE;3800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;30;16;Jueves
AU 25 DE MAYO;DESCENDENTE;3700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;3;0;0;2023;3;30;17;Jueves
AV. LUGONES;DESCENDENTE;10100.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;3;31;3;Viernes
AU 25 DE MAYO;ASCENDENTE;1100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;31;9;Viernes
AU PERITO MORENO;DESCENDENTE;800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;3;31;13;Viernes
AU DELLEPIANE;DESCENDENTE;1800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;3;31;15;Viernes
AV. CANTILO;ASCENDENTE;7300.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;1;2023;3;31;17;Viernes
AU FRONDIZI;DESCENDENTE;900.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;1;6;Sábado
AU 25 DE MAYO;DESCENDENTE;7700.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2023;4;1;15;Sábado
AU PERITO MORENO;DESCENDENTE;0.0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;3;9;Lunes
AV. LUGONES;DESCENDENTE;10200.0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;3;10;Lunes
AU DELLEPIANE;ASCENDENTE;3600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;3;20;Lunes
AU 25 DE MAYO;ASCENDENTE;4500.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;4;4;11;Martes
AU 25 DE MAYO;DESCENDENTE;3400.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;4;4;16;Martes
AV. LUGONES;DESCENDENTE;9000.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;4;18;Martes
AU ILLIA;ASCENDENTE;3700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;5;14;Miércoles
AU 25 DE MAYO;DESCENDENTE;5800.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;5;19;Miércoles
AU 25 DE MAYO;ASCENDENTE;1100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;6;7;Jueves
AU 25 DE MAYO;ASCENDENTE;1600.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;1;0;0;2023;4;6;8;Jueves
AU 25 DE MAYO;ASCENDENTE;1200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;6;9;Jueves
AU ILLIA;DESCENDENTE;2300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;7;2;Viernes
AU PERITO MORENO;ASCENDENTE;5000.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;7;8;Viernes
AU 25 DE MAYO;ASCENDENTE;7000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;4;8;0;Sábado
AU ILLIA;ASCENDENTE;800.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0;2023;4;8;8;Sábado
AU ILLIA;DESCENDENTE;0.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;5;0;0;2023;4;8;9;Sábado
AU DELLEPIANE;ASCENDENTE;4200.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;4;8;14;Sábado
AU DELLEPIANE;ASCENDENTE;800.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;8;21;Sábado
AV. LUGONES;DESCENDENTE;4500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;9;21;Domingo
AU DELLEPIANE;ASCENDENTE;400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;11;16;Martes
AU ILLIA;ASCENDENTE;2200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;11;18;Martes
AU 25 DE MAYO;ASCENDENTE;0.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;2;1;0;0;2023;4;12;7;Miércoles
AU 25 DE MAYO;ASCENDENTE;9000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;4;12;12;Miércoles
DIST. 9 DE JULIO;RAMAL 1 BIS;4254.418498168498;BUENO;SECA;0;1;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;12;20;Miércoles
AU 25 DE MAYO;ASCENDENTE;4900.0;BUENO;SECA;4;0;COLISION CON DOS O MAS VEHICULOS;0;8;0;1;2023;4;13;7;Jueves
AU PERITO MORENO;DESCENDENTE;800.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;4;13;11;Jueves
DIST. 9 DE JULIO;RAMALES 1/2;4254.418498168498;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2023;4;13;15;Jueves
AV. LUGONES;DESCENDENTE;9800.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;14;7;Viernes
DIST. 9 DE JULIO;RAMAL 2 BIS;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;14;9;Viernes
AU 25 DE MAYO;ASCENDENTE;1600.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;15;11;Sábado
AU 25 DE MAYO;DESCENDENTE;8200.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;15;18;Sábado
AV. LUGONES;DESCENDENTE;4300.0;LLUVIOSO;MOJADA/HUMEDA;0;0;OTRO;0;1;0;1;2023;4;16;18;Domingo
AU 25 DE MAYO;DESCENDENTE;4600.0;LLUVIOSO;MOJADA/HUMEDA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;1;0;0;2023;4;16;19;Domingo
AU DELLEPIANE;DESCENDENTE;2500.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;16;20;Domingo
AU 25 DE MAYO;ASCENDENTE;6500.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2023;4;17;6;Lunes
AV. LUGONES;DESCENDENTE;9700.0;BUENO;MOJADA/HUMEDA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2023;4;17;8;Lunes
AU 25 DE MAYO;DESCENDENTE;8600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;17;12;Lunes
AU 25 DE MAYO;DESCENDENTE;3500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;17;16;Lunes
AU DELLEPIANE;DESCENDENTE;1100.0;LLUVIOSO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;4;17;22;Lunes
PASEO DEL BAJO;ASCENDENTE;4100.0;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1;2023;4;18;8;Martes
AU PERITO MORENO;ASCENDENTE;2200.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0;2023;4;18;9;Martes
AU 25 DE MAYO;ASCENDENTE;9000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;18;10;Martes
AU DELLEPIANE;DESCENDENTE;1700.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;4;18;15;Martes
AU PERITO MORENO;DESCENDENTE;5400.0;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;0;2023;4;18;18;Martes
AU 25 DE MAYO;DESCENDENTE;3400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0;2023;4;18;18;Martes
AU PERITO MORENO;ASCENDENTE;5400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;18;20;Martes
AU ILLIA;ASCENDENTE;2400.0;BUENO;MOJADA/HUMEDA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;4;19;7;Miércoles
DIST. 9 DE JULIO;RAMALES 1/2;4254.418498168498;BUENO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;19;9;Miércoles
AU 25 DE MAYO;DESCENDENTE;3300.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;2;2023;4;19;12;Miércoles
AV. LUGONES;DESCENDENTE;4900.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;19;16;Miércoles
AU PERITO MORENO;DESCENDENTE;100.0;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;1;2023;4;19;18;Miércoles
AU PERITO MORENO;DESCENDENTE;800.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;1;1;2023;4;19;22;Miércoles
AU CAMPORA;DESCENDENTE;3000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;20;8;Jueves
AU 25 DE MAYO;DESCENDENTE;9000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1;2023;4;20;11;Jueves
AU 25 DE MAYO;ASCENDENTE;4254.418498168498;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;20;14;Jueves
AU 25 DE MAYO;DESCENDENTE;6300.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;20;17;Jueves
AU 25 DE MAYO;DESCENDENTE;5600.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;20;18;Jueves
AU CAMPORA;DESCENDENTE;1500.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;4;21;0;Viernes
AV. LUGONES;DESCENDENTE;6400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;4;21;14;Viernes
AU FRONDIZI;DESCENDENTE;3000.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;4;22;18;Sábado
AU DELLEPIANE;DESCENDENTE;2800.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;2;0;0;2023;4;23;2;Domingo
AU DELLEPIANE;DESCENDENTE;4500.0;BUENO;MOJADA/HUMEDA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;4;25;8;Martes
AU 25 DE MAYO;DESCENDENTE;6000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;25;16;Martes
AU PERITO MORENO;ASCENDENTE;1700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;26;5;Miércoles
AU PERITO MORENO;DESCENDENTE;3300.0;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;26;12;Miércoles
AU 25 DE MAYO;DESCENDENTE;6500.0;NIEBLA, BRUMA O HUMO;SECA;0;0;OBSTACULO NO FIJO;0;0;1;0;2023;4;27;0;Jueves
DIST. 9 DE JULIO;RAMAL 4;4254.418498168498;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;27;9;Jueves
AU 25 DE MAYO;DESCENDENTE;4800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;27;14;Jueves
AU PERITO MORENO;DESCENDENTE;1600.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;4;27;18;Jueves
AU 25 DE MAYO;ASCENDENTE;8600.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;4;29;2;Sábado
AU DELLEPIANE;ASCENDENTE;2500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;4;29;10;Sábado
AV. LUGONES;DESCENDENTE;5100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;4;29;15;Sábado
AU 25 DE MAYO;DESCENDENTE;9000.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;4;30;0;Domingo
AU FRONDIZI;DESCENDENTE;1100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0;2023;4;30;7;Domingo
DIST. DELLEPIANE;RAMAL 11;4254.418498168498;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;5;2;7;Martes
AU FRONDIZI;ASCENDENTE;3400.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0;2023;5;2;12;Martes
TRANSICION RAMAL 4;RAMAL DE INGRESO;4254.418498168498;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0;2023;5;2;15;Martes
AU CAMPORA;ASCENDENTE;1500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1;2023;5;2;16;Martes
AU 25 DE MAYO;DESCENDENTE;5000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;5;2;17;Martes
AU ILLIA;DESCENDENTE;1500.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;5;3;9;Miércoles
AU 25 DE MAYO;DESCENDENTE;6400.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;5;3;13;Miércoles
AU CAMPORA;DESCENDENTE;2500.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;5;3;22;Miércoles
AU PERITO MORENO;ASCENDENTE;1800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;5;4;8;Jueves
AU PERITO MORENO;DESCENDENTE;100.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;5;4;13;Jueves
AU DELLEPIANE;DESCENDENTE;500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;5;4;16;Jueves
AU 25 DE MAYO;ASCENDENTE;3700.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;5;4;17;Jueves
AU CAMPORA;DESCENDENTE;700.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;5;5;10;Viernes
AU PERITO MORENO;DESCENDENTE;5300.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;0;1;0;2023;5;5;14;Viernes
AU FRONDIZI;DESCENDENTE;900.0;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;5;6;5;Sábado
AU PERITO MORENO;DESCENDENTE;5400.0;LLUVIOSO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;5;0;0;2023;5;6;7;Sábado
AU 25 DE MAYO;DESCENDENTE;800.0;LLUVIOSO;MOJADA/HUMEDA;0;0;OBSTACULO NO FIJO;0;1;0;0;2023;5;6;7;Sábado
AU 25 DE MAYO;ASCENDENTE;1300.0;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;1;2023;5;7;20;Domingo
AU 25 DE MAYO;ASCENDENTE;1100.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;5;8;1;Lunes
AU FRONDIZI;DESCENDENTE;2500.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;5;8;3;Lunes
AU FRONDIZI;DESCENDENTE;1500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0;2023;5;8;15;Lunes
AU 25 DE MAYO;ASCENDENTE;8500.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;1;0;2023;5;8;18;Lunes
AU 25 DE MAYO;ASCENDENTE;3500.0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0;2023;5;8;18;Lunes
AU 25 DE MAYO;ASCENDENTE;800.0;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0;2023;5;9;8;Martes
AU PERITO MORENO;ASCENDENTE;5700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1;2023;5;9;13;Martes
AU 25 DE MAYO;DESCENDENTE;9100.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1;2023;5;9;15;Martes
AU DELLEPIANE;DESCENDENTE;4500.0;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;5;11;13;Jueves
AU DELLEPIANE;ASCENDENTE;3000.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;5;11;14;Jueves
AV. LUGONES;DESCENDENTE;7900.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0;2023;5;11;17;Jueves
AV. CANTILO;ASCENDENTE;9800.0;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0;2023;5;11;20;Jueves
AU CAMPORA;ASCENDENTE;200.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0;2023;5;13;14;Sábado
AV. CANTILO;ASCENDENTE;9700.0;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0;2023;5;13;19;Sábado
